Using report4.sqlite export for stats reports.
Exporting [/opt/nvidia/nsight-systems/2020.4.3/target-linux-x64/reports/gpukernsum.py report4.sqlite] to console... 

Time(%),Total Time (ns),Instances,Average,Minimum,Maximum,Name
0.9,40803240,1100,37093.9,35904,43424,"wave_compute_87(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40757082,1100,37051.9,35744,45376,"wave_compute_75(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40746377,1100,37042.2,35968,44160,"wave_compute_79(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40743198,1100,37039.3,35904,45728,"wave_compute_99(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40719433,1100,37017.7,35968,43360,"wave_compute_53(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40707391,1100,37006.7,36001,46529,"wave_compute_90(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40705979,1100,37005.4,36064,43680,"wave_compute_59(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40698461,1100,36998.6,35968,44128,"wave_compute_60(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40696641,1100,36996.9,36001,45472,"wave_compute_69(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40695745,1100,36996.1,35968,46080,"wave_compute_78(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40694506,1100,36995.0,35840,44192,"wave_compute_84(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40694198,1100,36994.7,35904,43264,"wave_compute_86(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40689020,1100,36990.0,35872,43264,"wave_compute_46(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40683158,1100,36984.7,35937,43296,"wave_compute_83(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40668086,1100,36971.0,35904,43777,"wave_compute_48(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40665197,1100,36968.4,35904,44096,"wave_compute_44(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40661656,1100,36965.1,35936,44864,"wave_compute_56(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40656089,1100,36960.1,35904,43552,"wave_compute_74(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40647238,1100,36952.0,35904,45216,"wave_compute_89(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40634693,1100,36940.6,35809,45344,"wave_compute_95(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40633559,1100,36939.6,35969,47360,"wave_compute_80(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40624836,1100,36931.7,35968,47456,"wave_compute_96(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40623543,1100,36930.5,35904,44096,"wave_compute_68(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40613595,1100,36921.5,35904,44832,"wave_compute_85(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40612439,1100,36920.4,35936,47040,"wave_compute_81(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40610078,1100,36918.3,35809,43649,"wave_compute_47(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40608538,1100,36916.9,35776,47360,"wave_compute_76(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40606382,1100,36914.9,35968,44160,"wave_compute_52(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40593145,1100,36902.9,35904,43584,"wave_compute_63(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40581072,1100,36891.9,35872,46592,"wave_compute_71(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40576957,1100,36888.1,35776,45185,"wave_compute_49(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40573324,1100,36884.8,35872,43872,"wave_compute_98(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40571223,1100,36882.9,35840,44128,"wave_compute_51(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40569810,1100,36881.6,35840,43456,"wave_compute_55(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40549378,1100,36863.1,35840,43553,"wave_compute_57(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40544784,1100,36858.9,35872,43265,"wave_compute_62(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40543557,1100,36857.8,35873,43936,"wave_compute_82(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40536091,1100,36851.0,35904,45472,"wave_compute_94(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40533817,1100,36848.9,35936,43584,"wave_compute_97(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40533525,1100,36848.7,35872,45344,"wave_compute_64(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40532135,1100,36847.4,35776,43521,"wave_compute_45(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40530151,1100,36845.6,35648,43232,"wave_compute_42(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40522447,1100,36838.6,35841,46080,"wave_compute_70(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40513061,1100,36830.1,35872,43137,"wave_compute_66(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,40503952,1100,36821.8,35808,43520,"wave_compute_43(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40500399,1100,36818.5,35712,44577,"wave_compute_65(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40492191,1100,36811.1,35840,45888,"wave_compute_72(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40476723,1100,36797.0,35680,42752,"wave_compute_67(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40471021,1100,36791.8,35808,43425,"wave_compute_73(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40446333,1100,36769.4,35808,45824,"wave_compute_88(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40441795,1100,36765.3,35808,47296,"wave_compute_91(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40436291,1100,36760.3,35840,43360,"wave_compute_93(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40428407,1100,36753.1,35840,44320,"wave_compute_50(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40428205,1100,36752.9,35776,43328,"wave_compute_77(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40416542,1100,36742.3,35745,46465,"wave_compute_92(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40415399,1100,36741.3,35648,43424,"wave_compute_39(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40368284,1100,36698.4,35648,43072,"wave_compute_36(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40365685,1100,36696.1,35712,43200,"wave_compute_61(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40362802,1100,36693.5,35680,44992,"wave_compute_32(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40347248,1100,36679.3,35649,45696,"wave_compute_41(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40339842,1100,36672.6,35617,43904,"wave_compute_54(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40337156,1100,36670.1,35712,45888,"wave_compute_58(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40332509,1100,36665.9,35616,43008,"wave_compute_37(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40320713,1100,36655.2,35552,43201,"wave_compute_23(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40319391,1100,36654.0,35552,43232,"wave_compute_25(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40302081,1100,36638.3,35585,43136,"wave_compute_28(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40273880,1100,36612.6,35648,42977,"wave_compute_40(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40246913,1100,36588.1,35615,43200,"wave_compute_33(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40227061,1100,36570.1,35488,43872,"wave_compute_31(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40224559,1100,36567.8,35648,42912,"wave_compute_35(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40216673,1100,36560.6,35617,42688,"wave_compute_38(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40206175,1100,36551.1,35456,42945,"wave_compute_26(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40204962,1100,36550.0,35488,43264,"wave_compute_30(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40193285,1100,36539.4,35648,43744,"wave_compute_34(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40069319,1100,36426.7,35488,42497,"wave_compute_27(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40058290,1100,36416.6,35424,42944,"wave_compute_21(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40033869,1100,36394.4,35264,42656,"wave_compute_22(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40012498,1100,36375.0,35424,42688,"wave_compute_24(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,40009257,1100,36372.1,35361,42913,"wave_compute_29(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,39708692,1100,36098.8,35040,42624,"wave_compute_20(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,39336137,1100,35760.1,34752,42816,"wave_compute_100(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,38230273,1100,34754.8,33760,41057,"wave_compute_19(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,37357810,1100,33961.6,32928,40512,"wave_compute_101(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,35608148,1100,32371.0,31264,39840,"wave_compute_102(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,34222774,1100,31111.6,30112,38208,"wave_compute_18(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,32911818,1100,29919.8,28928,37312,"wave_compute_103(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.6,29676631,1100,26978.8,25825,34497,"wave_compute_104(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.6,29410544,1100,26736.9,25536,34400,"wave_compute_17(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.5,25597763,1100,23270.7,21856,32031,"wave_compute_105(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.5,25041776,1100,22765.3,21472,31712,"wave_compute_16(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.5,21591251,1100,19628.4,18368,29504,"wave_compute_15(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.4,20066581,1100,18242.3,16800,29248,"wave_compute_14(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.4,19087692,1100,17352.4,16385,27136,"wave_compute_106(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.4,18840723,1100,17127.9,15776,28288,"wave_compute_13(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,16263184,1100,14784.7,13920,23136,"wave_compute_107(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14852786,1100,13502.5,12544,22592,"wave_compute_12(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14781401,1100,13437.6,12416,23712,"wave_compute_11(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14683967,1100,13349.1,12608,21920,"wave_compute_108(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14511885,1100,13192.6,12192,22945,"wave_compute_10(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14247131,1100,12951.9,12064,21408,"wave_compute_8(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14135451,1100,12850.4,11905,21695,"wave_compute_9(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,14020343,1100,12745.8,11232,24896,"wave_compute_5(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,13694999,1100,12450.0,11329,20480,"wave_compute_4(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,13553422,1100,12321.3,11616,20897,"wave_compute_109(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12877755,1100,11707.1,10560,19169,"wave_compute_1(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12839521,1100,11672.3,10720,19136,"wave_compute_6(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12836955,1100,11670.0,10656,21696,"wave_compute_0(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12790339,1100,11627.6,10816,19296,"wave_compute_7(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12761817,1100,11601.7,10880,19168,"wave_compute_110(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12706805,1100,11551.6,10720,18432,"wave_compute_3(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12550106,1100,11409.2,10464,18656,"wave_compute_2(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.3,12191674,1100,11083.3,10304,18209,"wave_compute_111(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,11856986,1100,10779.1,9888,17760,"wave_compute_112(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,11357426,1100,10324.9,9536,20480,"wave_compute_113(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,11043092,1100,10039.2,9184,16896,"wave_compute_114(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,10285364,1100,9350.3,8544,16225,"wave_compute_115(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,9702564,1100,8820.5,8128,17280,"wave_compute_116(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,9184676,1100,8349.7,7904,14880,"wave_compute_117(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,9044026,1100,8221.8,7808,14976,"wave_compute_118(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7759226,1100,7053.8,4768,13279,"wave_solve_5(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7617272,1100,6924.8,5760,12928,"wave_solve_16(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7302654,1100,6638.8,6015,11008,"wave_solve_26(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7289251,1100,6626.6,6080,10848,"wave_solve_21(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7287581,1100,6625.1,6049,10688,"wave_solve_85(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7268515,1100,6607.7,6048,10816,"wave_solve_43(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7260147,1100,6600.1,6080,10816,"wave_solve_32(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7256361,1100,6596.7,6080,11585,"wave_solve_46(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7250305,1100,6591.2,6048,13056,"wave_solve_100(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7232291,1100,6574.8,6048,12352,"wave_solve_80(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7216611,1100,6560.6,6048,10912,"wave_solve_72(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7200746,1100,6546.1,6048,10592,"wave_solve_19(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7193295,1100,6539.4,6015,10624,"wave_solve_38(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7190171,1100,6536.5,6048,12000,"wave_solve_62(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7188481,1100,6535.0,6016,10752,"wave_solve_28(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7182746,1100,6529.8,5985,12448,"wave_solve_67(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7180218,1100,6527.5,6016,10720,"wave_solve_40(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7178019,1100,6525.5,6048,10688,"wave_solve_36(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7176796,1100,6524.4,6017,10624,"wave_solve_30(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7175182,1100,6522.9,6015,12800,"wave_solve_45(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7174537,1100,6522.3,5921,12896,"wave_solve_61(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7169130,1100,6517.4,6016,10529,"wave_solve_90(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7167432,1100,6515.8,5057,12192,"wave_solve_83(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7161598,1100,6510.5,5984,11968,"wave_solve_93(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7160258,1100,6509.3,5984,10560,"wave_solve_98(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7158753,1100,6508.0,5952,10816,"wave_solve_63(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.2,7149420,1100,6499.5,5952,12640,"wave_solve_89(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7141052,1100,6491.9,5472,10623,"wave_solve_81(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7138910,1100,6489.9,6048,10561,"wave_solve_25(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7135969,1100,6487.2,5985,10752,"wave_solve_18(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7130678,1100,6482.4,5280,10688,"wave_solve_39(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7128895,1100,6480.8,5503,10720,"wave_solve_59(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7126776,1100,6478.9,5952,10464,"wave_solve_20(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7122734,1100,6475.2,5248,10560,"wave_solve_97(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7122093,1100,6474.6,5983,10528,"wave_solve_41(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7119207,1100,6472.0,5280,13216,"wave_solve_84(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7109608,1100,6463.3,5728,13152,"wave_solve_87(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7109481,1100,6463.2,5984,10624,"wave_solve_60(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7104468,1100,6458.6,5984,10560,"wave_solve_42(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7102886,1100,6457.2,5920,18176,"wave_solve_49(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7101907,1100,6456.3,5376,13088,"wave_solve_92(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7098473,1100,6453.2,5952,10464,"wave_solve_66(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7093671,1100,6448.8,5920,11200,"wave_solve_44(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7091065,1100,6446.4,5184,13344,"wave_solve_74(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7080452,1100,6436.8,5984,10528,"wave_solve_31(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7077261,1100,6433.9,6016,11552,"wave_solve_70(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7070808,1100,6428.0,5440,10688,"wave_solve_47(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7051976,1100,6410.9,5888,11200,"wave_solve_91(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7051273,1100,6410.2,5984,11488,"wave_solve_95(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7041324,1100,6401.2,6016,12481,"wave_solve_82(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7040649,1100,6400.6,6016,12961,"wave_solve_48(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7028415,1100,6389.5,5920,13984,"wave_solve_88(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7019033,1100,6380.9,5952,13024,"wave_solve_52(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7017448,1100,6379.5,5920,13057,"wave_solve_50(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7008019,1100,6370.9,5120,10784,"wave_solve_23(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,7007701,1100,6370.6,5920,13600,"wave_solve_76(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6997897,1100,6361.7,5984,13408,"wave_solve_64(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6996836,1100,6360.8,5280,13120,"wave_solve_77(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6988985,1100,6353.6,5952,12801,"wave_solve_53(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6987331,1100,6352.1,5920,13344,"wave_solve_56(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6982833,1100,6348.0,5504,12160,"wave_solve_101(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6982578,1100,6347.8,5984,10431,"wave_solve_96(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6978197,1100,6343.8,5952,10145,"wave_solve_27(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6976671,1100,6342.4,5920,10336,"wave_solve_22(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6973852,1100,6339.9,5088,10720,"wave_solve_34(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6973797,1100,6339.8,5920,10496,"wave_solve_78(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6968452,1100,6335.0,5952,12160,"wave_solve_99(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6964490,1100,6331.4,5887,11680,"wave_solve_54(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6963556,1100,6330.5,5696,10112,"wave_solve_86(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6961483,1100,6328.6,5952,10112,"wave_solve_73(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6958844,1100,6326.2,5920,13153,"wave_solve_68(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6947409,1100,6315.8,5888,10400,"wave_solve_35(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6945673,1100,6314.2,5088,10272,"wave_solve_69(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6945632,1100,6314.2,5664,14208,"wave_solve_104(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6945541,1100,6314.1,5920,10305,"wave_solve_24(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6944944,1100,6313.6,5920,10464,"wave_solve_102(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6939287,1100,6308.4,5920,12832,"wave_solve_58(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6935802,1100,6305.3,5952,12256,"wave_solve_55(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6930661,1100,6300.6,5952,11168,"wave_solve_51(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6903512,1100,6275.9,5344,13344,"wave_solve_65(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6895834,1100,6268.9,5888,10112,"wave_solve_33(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6840545,1100,6218.7,5408,10080,"wave_solve_29(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6814646,1100,6195.1,5312,10656,"wave_solve_37(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6811746,1100,6192.5,5023,10113,"wave_solve_94(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6784335,1100,6167.6,5087,10624,"wave_solve_71(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6773001,1100,6157.3,5120,11008,"wave_solve_75(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6772913,1100,6157.2,5823,10656,"wave_solve_103(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6761868,1100,6147.2,4991,10784,"wave_solve_79(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6716220,1100,6105.7,4865,10688,"wave_solve_105(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6651084,1100,6046.4,5504,13312,"wave_solve_106(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6614058,1100,6012.8,4832,10432,"wave_solve_17(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6434684,1100,5849.7,4896,12224,"wave_solve_57(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6414355,1100,5831.2,5408,9568,"wave_solve_107(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6399454,1100,5817.7,5472,12960,"wave_solve_15(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6392297,1100,5811.2,5312,12576,"wave_solve_14(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6306476,1100,5733.2,5184,13088,"wave_solve_108(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6287400,1100,5715.8,5120,13152,"wave_solve_8(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6191388,1100,5628.5,5376,12832,"wave_solve_10(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6112926,1100,5557.2,5248,12448,"wave_solve_13(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6079862,1100,5527.1,4448,13280,"wave_solve_1(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6046984,1100,5497.3,4704,10369,"wave_solve_109(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.1,6044804,1100,5495.3,5151,9120,"wave_solve_12(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
