Using report5.sqlite export for stats reports.
Exporting [/opt/nvidia/nsight-systems/2020.4.3/target-linux-x64/reports/gpukernsum.py report5.sqlite] to console... 
overall : 1.25ms
Time(%),Total Time (ns),Instances,Average,Minimum,Maximum,Name
0.9,13535339,1100,12304.9,11360,21216,"wave78(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13533675,1100,12303.3,11328,21568,"wave26(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13533602,1100,12303.3,11361,21216,"wave51(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13529580,1100,12299.6,11392,21344,"wave12(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13529248,1100,12299.3,11232,21151,"wave96(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13527406,1100,12297.6,11328,21024,"wave83(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13526733,1100,12297.0,11360,21216,"wave52(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13506853,1100,12279.0,11392,21248,"wave70(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13504824,1100,12277.1,11200,21216,"wave58(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13502578,1100,12275.1,11264,21344,"wave39(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13490227,1100,12263.8,11296,21216,"wave23(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13488298,1100,12262.1,11296,22304,"wave9(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13488282,1100,12262.1,11232,21152,"wave97(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13485359,1100,12259.4,11200,20768,"wave3(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13474048,1100,12249.1,11232,21185,"wave84(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13470478,1100,12245.9,11297,21089,"wave45(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13466414,1100,12242.2,11232,21057,"wave68(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13459946,1100,12236.3,11296,21280,"wave98(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13457210,1100,12233.8,11232,21377,"wave32(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13450149,1100,12227.4,11296,21024,"wave38(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13448576,1100,12226.0,11263,21472,"wave17(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13444722,1100,12222.5,11104,21600,"wave7(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13439488,1100,12217.7,11296,21184,"wave31(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13435057,1100,12213.7,11264,21216,"wave91(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13435043,1100,12213.7,11233,21024,"wave21(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13432480,1100,12211.3,11263,21056,"wave46(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13423556,1100,12203.2,11264,21056,"wave16(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13413416,1100,12194.0,11200,21088,"wave37(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13410540,1100,12191.4,11296,20129,"wave4(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13407340,1100,12188.5,11200,20929,"wave24(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13400708,1100,12182.5,11232,21025,"wave74(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13390198,1100,12172.9,11233,21025,"wave22(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13384019,1100,12167.3,11200,21089,"wave10(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13371710,1100,12156.1,11040,20192,"wave103(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13370428,1100,12154.9,11232,20992,"wave64(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13368029,1100,12152.8,11232,21025,"wave33(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13364895,1100,12149.9,11296,20928,"wave86(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13362159,1100,12147.4,11200,21120,"wave99(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13337559,1100,12125.1,11232,21216,"wave60(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13327231,1100,12115.7,10785,22528,"wave8(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13320582,1100,12109.6,11168,22368,"wave95(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13299537,1100,12090.5,11200,21121,"wave41(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13297911,1100,12089.0,11136,20832,"wave28(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13290955,1100,12082.7,11072,21024,"wave47(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13280548,1100,12073.2,11104,20769,"wave59(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13249501,1100,12045.0,11104,20641,"wave82(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13222327,1100,12020.3,11104,20704,"wave87(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13147266,1100,11952.1,11009,20768,"wave80(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,13115344,1100,11923.0,10816,20928,"wave1(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.9,12988853,1100,11808.0,10592,21121,"wave6(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,12098818,1100,10998.9,10144,19040,"wave104(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.8,11623810,1100,10567.1,9696,18656,"wave105(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,10692141,1100,9720.1,9024,16896,"wave106(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,10354820,1100,9413.5,8672,16672,"wave107(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"
0.7,10072271,1100,9156.6,8416,16480,"wave108(WaveInputParams*, WaveModelParams*, WaveOutputParams*)"

